,$schema,@id,label,sampleidentifier,description,hasContextCategory,hasMaterialCategory,hasSpecimenCategory,informalClassification,keywords,registrant,samplingPurpose,relatedResource,producedBy.@id,producedBy.label,producedBy.description,producedBy.hasFeatureOfInterest,producedBy.responsibility,producedBy.resultTime,producedBy.samplingSite.description,producedBy.samplingSite.label,producedBy.samplingSite.location.elevation,producedBy.samplingSite.location.latitude,producedBy.samplingSite.location.longitude,producedBy.samplingSite.placeName,curation.label,curation.description,curation.accessConstraints,curation.curationLocation,curation.responsibility,uri
760,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2g73d427,Finds Bag 2480,http://n2t.net/ark:/28722/k2g73d427,early bce/ce: -1900.0 | late bce/ce: -1700.0 | updated: 2017-02-13T09:43:12Z,['Site of past human activities'],['Anthropogenic material'],['Other solid object'],[],"['Turkey', 'Kenan Tepe', 'Area C', 'Trench 2', 'Locus 2069']",,,[],Not Provided,Kenan Tepe,http://opencontext.org/projects/3DE4CD9C-259E-4C14-9B03-8B10454BA66E,Not Provided,"['creator: Bradley Parker', 'creator: Peter Cobb', 'collector: Lynn Swartz Dodd']",2012-03-28T00:00:00Z,,,,37.830723,40.812647,"['Turkey', 'Kenan Tepe', 'Area C', 'Trench 2', 'Locus 2069']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/92C877F8-B482-4031-5518-7BF33B079096
761,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2z326c5x,Reg. 13191,ark:/28722/k2z326c5x,early bce/ce: -800.0 | late bce/ce: 1000.0 | updated: 2021-06-26T06:08:45Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Cyprus', 'Polis Chrysochous', 'B.D7:R15SONDAGE1']",,,[],Not Provided,Excavations at Polis,http://opencontext.org/projects/766d9fd5-2175-41e3-b7c9-7eba6777f1f0,Not Provided,['creator: Joanna Smith'],2017-01-30T23:44:30Z,,,,35.034889,32.421841,"['Cyprus', 'Polis Chrysochous', 'B.D7:R15SONDAGE1']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/5075e513-90ad-4355-8af8-3e0252669cfd
762,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2tb11d0p,14187.F51,ark:/28722/k2tb11d0p,early bce/ce: -6500.0 | late bce/ce: -6200.0 | updated: 2020-03-28T10:58:51Z | Has anatomical identification: ulna,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Ovis'],"['Turkey', 'Çatalhöyük', 'Mound East', 'Area 4040', 'Unit 14187']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: Sheelagh Frame']",2013-02-13T00:00:00Z,,,,37.668196,32.827191,"['Turkey', 'Çatalhöyük', 'Mound East', 'Area 4040', 'Unit 14187']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/367458B8-1D72-4846-7A82-2C8FF4C04E74
763,../../iSamplesSchemaBasic0.2.json,metadata/28722/k21r71r9s,SD 1443,ark:/28722/k21r71r9s,early bce/ce: -100.0 | late bce/ce: -50.0 | updated: 2020-12-17T22:25:15Z | Temporal coverage: Roman Republican | Temporal coverage: Roman Imperial,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Italy', 'Gabii', 'Area B', 'Unit 1174']",,,[],Not Provided,The Gabii Project,http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd,Not Provided,"['creator: Rachel Opitz', 'creator: Marcello Mogetta', 'creator: Nicola Terrenato']",2017-06-04T23:42:12Z,,,,41.887718,12.719491,"['Italy', 'Gabii', 'Area B', 'Unit 1174']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/81d8b823-fcef-4d03-8f8f-7b2f55b1be9d
764,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2737371b,BSV-vert-ribs-1603,ark:/28722/k2737371b,early bce/ce: -600.0 | late bce/ce: -300.0 | updated: 2021-06-24T13:07:02Z | Temporal coverage: Archaic (580 BCE - 482 BCE),['Site of past human activities'],['Biogenic non organic material'],['Organism part'],[],"['Italy', 'Forcello Bagnolo San Vito', 'Sector R18', 'Context negative feature 6, 62']",,,[],Not Provided,Animal remains from Forcello,http://opencontext.org/projects/bdc6cb19-e739-404b-8b4f-eeeaae3b8aae,Not Provided,['creator: Angela Trentacoste'],2015-10-21T01:31:32Z,,,,45.08968,10.87539,"['Italy', 'Forcello Bagnolo San Vito', 'Sector R18', 'Context negative feature 6, 62']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/8c0e51a7-4e7f-4da3-99f0-a385116415a3
765,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2c82nt3m,Reg. 39065,ark:/28722/k2c82nt3m,early bce/ce: -800.0 | late bce/ce: 1000.0 | updated: 2021-06-25T22:40:43Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Cyprus', 'Polis Chrysochous', 'A.H9:u15']",,,[],Not Provided,Excavations at Polis,http://opencontext.org/projects/766d9fd5-2175-41e3-b7c9-7eba6777f1f0,Not Provided,['creator: Joanna Smith'],2017-01-31T01:04:01Z,,,,35.034889,32.421841,"['Cyprus', 'Polis Chrysochous', 'A.H9:u15']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/704593e3-f27f-493f-9bf5-f099d6207f31
766,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2rx99364,Bone 3243,ark:/28722/k2rx99364,early bce/ce: -1100.0 | late bce/ce: -650.0 | updated: 2020-03-28T01:35:56Z | Has anatomical identification: calcareous tooth,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Israel', 'Hazor', 'Area A2', 'Locus 3487', 'Basket 23486']",,,[],Not Provided,Hazor: Zooarchaeology,http://opencontext.org/projects/HazorZooPRJ0000000010,Not Provided,['creator: Justin Lev-Tov'],2006-05-12T00:00:00Z,,,,32.9792,35.5433,"['Israel', 'Hazor', 'Area A2', 'Locus 3487', 'Basket 23486']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/HazorZooSPA0000011079
767,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2gt5j70w,16260.F381,ark:/28722/k2gt5j70w,early bce/ce: -6500.0 | late bce/ce: -6200.0 | updated: 2020-03-28T11:32:03Z | Has anatomical identification: middle phalanx,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Bos'],"['Turkey', 'Çatalhöyük', 'Mound East', 'Area South', 'Unit 16260']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: Arzu Demirergi', 'collector: Claire Christensen', 'collector: Katheryn Twiss', 'collector: Nerissa Russell']",2013-02-13T00:00:00Z,,,,37.668196,32.827191,"['Turkey', 'Çatalhöyük', 'Mound East', 'Area South', 'Unit 16260']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/24A7EE61-3126-4BCE-7681-6950BA2D4FF0
768,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2hx1p927,Obj 3086000020,ark:/28722/k2hx1p927,early bce/ce: -6700.0 | late bce/ce: -6700.0 | updated: 2021-07-02T22:50:02Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Greece', 'Corinthia', 'EKAS Region', 'Ayia Paraskevi', 'DU 3086']",,,[],Not Provided,The Eastern Korinthia Archaeological Survey,http://opencontext.org/projects/bc71c724-eb1e-47d6-9d45-b586ddafdcfe,Not Provided,"['creator: David K. Pettegrew', 'creator: Timothy E Gregory', 'creator: Daniel J Pullen', 'creator: Richard Rothaus', 'creator: Thomas F Tartaron']",2021-06-04T07:39:21Z,,,,37.880117,22.971092,"['Greece', 'Corinthia', 'EKAS Region', 'Ayia Paraskevi', 'DU 3086']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/6ee4b3c2-03bd-42a1-b69c-3de609d4f9af
769,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2w954m5t,PC 20040153,ark:/28722/k2w954m5t,early bce/ce: -700.0 | late bce/ce: -535.0 | updated: 2018-07-24T14:35:00Z | Consists of: shell | Has type: bead | Temporal coverage: Archaic (580 BCE - 482 BCE) | Temporal coverage: Orientalizing (750 BCE - 582 BCE),['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Italy', 'Poggio Civitate', 'Tesoro', 'Tesoro 30B', '2004, ID:536', 'Locus 7']",,,[],Not Provided,Murlo,http://opencontext.org/projects/DF043419-F23B-41DA-7E4D-EE52AF22F92F,Not Provided,['creator: Anthony Tuck'],2012-12-28T00:00:00Z,,,,43.152775122418596,11.401811821821088,"['Italy', 'Poggio Civitate', 'Tesoro', 'Tesoro 30B', '2004, ID:536', 'Locus 7']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/AE56503D-5AEF-4CFF-C273-FBE833CE589B
770,../../iSamplesSchemaBasic0.2.json,metadata/28722/k23n23d6c,4121.F794,ark:/28722/k23n23d6c,early bce/ce: -7000.0 | late bce/ce: -6500.0 | updated: 2020-03-28T08:26:54Z | Has anatomical identification: fused metacarpal bones 3 and 4,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Turkey', 'Çatalhöyük', 'Mound East', 'Area South', 'Unit 4121']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: Stephanie Meese', 'collector: Louise Martin', 'collector: Çatalhöyük Zooarchaeology', 'collector: Lisa Yeomans', 'collector: Katheryn Twiss', 'collector: Sheelagh Frame']",2013-02-13T00:00:00Z,,,,37.668196,32.827191,"['Turkey', 'Çatalhöyük', 'Mound East', 'Area South', 'Unit 4121']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/988FACAF-58DC-49AE-DF0B-324D71E8E8B0
771,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2057j50v,Bone G1218-386,ark:/28722/k2057j50v,early bce/ce: -17850.0 | late bce/ce: -17050.0 | updated: 2020-03-28T05:50:37Z | Has anatomical identification: distal carpal bone 4,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Turkey', 'Karain B Cave', 'PI.2', 'Square G12']",,,[],Not Provided,Zooarchaeology of Karain Cave B,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Not Provided,"['creator: Levent Atici', 'collector: Levent Atici']",2013-02-25T00:00:00Z,,,,37.077589,30.5708,"['Turkey', 'Karain B Cave', 'PI.2', 'Square G12']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/C08A7493-BC4E-4285-7783-FA75C967E0EE
772,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2804xq82,Finds Bag 4031,http://n2t.net/ark:/28722/k2804xq82,early bce/ce: -3600.0 | late bce/ce: -3100.0 | updated: 2017-02-13T09:47:43Z,['Site of past human activities'],['Anthropogenic material'],['Other solid object'],[],"['Turkey', 'Kenan Tepe', 'Area G', 'Trench 4', 'Locus 4012']",,,[],Not Provided,Kenan Tepe,http://opencontext.org/projects/3DE4CD9C-259E-4C14-9B03-8B10454BA66E,Not Provided,"['creator: Bradley Parker', 'creator: Peter Cobb', 'collector: Robert Sinnott']",2012-06-30T00:00:00Z,,,,37.831198,40.813837,"['Turkey', 'Kenan Tepe', 'Area G', 'Trench 4', 'Locus 4012']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/93CF9A6F-B039-41D7-575E-BB4EF96B2DF2
773,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2j67s22p,BSV-vert-ribs-1946,ark:/28722/k2j67s22p,early bce/ce: -600.0 | late bce/ce: -300.0 | updated: 2021-06-24T13:01:26Z | Temporal coverage: Archaic (580 BCE - 482 BCE),['Site of past human activities'],['Biogenic non organic material'],['Organism part'],[],"['Italy', 'Forcello Bagnolo San Vito', 'Sector R18', 'Context 292']",,,[],Not Provided,Animal remains from Forcello,http://opencontext.org/projects/bdc6cb19-e739-404b-8b4f-eeeaae3b8aae,Not Provided,['creator: Angela Trentacoste'],2015-10-21T01:31:32Z,,,,45.08968,10.87539,"['Italy', 'Forcello Bagnolo San Vito', 'Sector R18', 'Context 292']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/c1454bc3-2d8f-47dc-b72e-5082cbe1ec9a
774,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2f47kx4r,1139.F2,ark:/28722/k2f47kx4r,early bce/ce: -6500.0 | late bce/ce: -6200.0 | updated: 2020-03-28T07:11:56Z | Has anatomical identification: rib,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Mammalia'],"['Turkey', 'Çatalhöyük', 'Mound East', 'Area North', 'Unit 1139']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: Nerissa Russell']",2013-02-13T00:00:00Z,,,,37.668196,32.827191,"['Turkey', 'Çatalhöyük', 'Mound East', 'Area North', 'Unit 1139']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/78DEA2DB-9911-4A46-06BF-2707B42B292B
775,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2ff4214v,Fish F15554,ark:/28722/k2ff4214v,early bce/ce: 650.0 | late bce/ce: 950.0 | updated: 2021-06-23T06:02:20Z | Has anatomical identification: vertebra,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Pleuronectiformes'],"['United States', 'Washington', 'Clallam County', 'Čḯxwicən', 'Area A18', 'Unit 1']",,,[],Not Provided,The Čḯxʷicən Fishbone Project,http://opencontext.org/projects/fde9a92e-9748-47a5-a8e3-7f95c486e1a0,Not Provided,"['creator: Virginia L Butler', 'creator: Kristine M Bovy', 'creator: Sarah K Campbell', 'creator: Michael A Etnier', 'creator: Sarah L Sterling', 'collector: Virginia L Butler', 'collector: Anthony R Hofkamp', 'collector: Kathyrn A Mohlenhoff', 'collector: Reno Nims', 'collector: Patrick Rennaker', 'collector: J Shoshana Rosenberg', 'collector: Laura M Syvertston']",2020-12-13T23:31:02Z,,,,48.13149,-123.46283,"['United States', 'Washington', 'Clallam County', 'Čḯxwicən', 'Area A18', 'Unit 1']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/01b4c100-bfb3-4e90-b7dd-5ba0b96b9d8e
776,../../iSamplesSchemaBasic0.2.json,metadata/28722/k20v8sn9n,BSV-vert-ribs-1671,ark:/28722/k20v8sn9n,early bce/ce: -600.0 | late bce/ce: -300.0 | updated: 2021-06-24T13:06:02Z | Temporal coverage: Archaic (580 BCE - 482 BCE),['Site of past human activities'],['Biogenic non organic material'],['Organism part'],[],"['Italy', 'Forcello Bagnolo San Vito', 'Sector R18', 'Context 703']",,,[],Not Provided,Animal remains from Forcello,http://opencontext.org/projects/bdc6cb19-e739-404b-8b4f-eeeaae3b8aae,Not Provided,['creator: Angela Trentacoste'],2015-10-21T01:31:32Z,,,,45.08968,10.87539,"['Italy', 'Forcello Bagnolo San Vito', 'Sector R18', 'Context 703']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/856d329c-5a0d-4f0a-8c37-3d6bb303c9ea
777,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2rr24r5q,Fish F10186,ark:/28722/k2rr24r5q,early bce/ce: 650.0 | late bce/ce: 950.0 | updated: 2021-06-23T07:44:33Z | Has anatomical identification: vertebra,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sebastes'],"['United States', 'Washington', 'Clallam County', 'Čḯxwicən', 'Area A4', 'Unit 33']",,,[],Not Provided,The Čḯxʷicən Fishbone Project,http://opencontext.org/projects/fde9a92e-9748-47a5-a8e3-7f95c486e1a0,Not Provided,"['creator: Virginia L Butler', 'creator: Kristine M Bovy', 'creator: Sarah K Campbell', 'creator: Michael A Etnier', 'creator: Sarah L Sterling', 'collector: Virginia L Butler', 'collector: Anthony R Hofkamp', 'collector: Kathyrn A Mohlenhoff', 'collector: Reno Nims', 'collector: Patrick Rennaker', 'collector: J Shoshana Rosenberg', 'collector: Laura M Syvertston']",2020-12-13T23:16:22Z,,,,48.13149,-123.46283,"['United States', 'Washington', 'Clallam County', 'Čḯxwicən', 'Area A4', 'Unit 33']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/536649d0-533d-4159-9109-c1a77039513b
778,../../iSamplesSchemaBasic0.2.json,metadata/28722/k29p32v4d,Bone 10447,ark:/28722/k29p32v4d,early bce/ce: -2400.0 | late bce/ce: -1600.0 | updated: 2020-03-28T04:19:38Z | Has anatomical identification: calcareous tooth,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Iran', 'Malyan', 'Stratum 11', 'Unit 301094']",,,[],Not Provided,Tal-e Malyan Zooarchaeology,http://opencontext.org/projects/D6B25EC9-2884-4E3C-00E8-0C5A6472FA63,Not Provided,"['creator: Melinda A. Zeder', 'collector: Melinda A. Zeder']",2011-06-18T00:00:00Z,,,,30.0116,52.4086,"['Iran', 'Malyan', 'Stratum 11', 'Unit 301094']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/6C6514A3-EF56-4E5C-1F2D-FEF3E3FB3E27
779,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k20006t6r,68041 (3),http://n2t.net/ark:/28722/k20006t6r,early bce/ce: -200.0 | late bce/ce: 360.0 | updated: 2017-02-11T06:19:44Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Jordan', 'Petra Great Temple', 'Upper Temenos', 'Trench 68', 'Locus 1', 'Seq. 68041']",,,[],Not Provided,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Not Provided,['creator: Martha Sharp Joukowsky'],2007-11-11T00:00:00Z,,,,30.3287,35.4421,"['Jordan', 'Petra Great Temple', 'Upper Temenos', 'Trench 68', 'Locus 1', 'Seq. 68041']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/1424654B-D920-4B34-6DD0-7FCC1ECA06E3
780,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2v123b25,84231 (1),http://n2t.net/ark:/28722/k2v123b25,early bce/ce: -200.0 | late bce/ce: 360.0 | updated: 2017-02-11T06:17:53Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Jordan', 'Petra Great Temple', 'Upper Temenos', 'Trench 84', 'Locus 34', 'Seq. 84231']",,,[],Not Provided,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Not Provided,['creator: Martha Sharp Joukowsky'],2007-11-11T00:00:00Z,,,,30.3287,35.4421,"['Jordan', 'Petra Great Temple', 'Upper Temenos', 'Trench 84', 'Locus 34', 'Seq. 84231']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/F23B8456-6E54-4A94-FE3B-B4C19E4F3859
781,../../iSamplesSchemaBasic0.2.json,metadata/28722/k29z94q7x,Bone G1218-669,ark:/28722/k29z94q7x,early bce/ce: -17850.0 | late bce/ce: -17050.0 | updated: 2020-03-28T05:51:17Z | Has anatomical identification: tibia,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Turkey', 'Karain B Cave', 'PI.2', 'Square G12']",,,[],Not Provided,Zooarchaeology of Karain Cave B,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Not Provided,"['creator: Levent Atici', 'collector: Levent Atici']",2013-02-25T00:00:00Z,,,,37.077589,30.5708,"['Turkey', 'Karain B Cave', 'PI.2', 'Square G12']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/86CE23E3-05E0-4E63-A431-53DE22FF9848
782,../../iSamplesSchemaBasic0.2.json,metadata/28722/k21j9qd3c,BSV-vert-ribs-2004,ark:/28722/k21j9qd3c,early bce/ce: -600.0 | late bce/ce: -300.0 | updated: 2021-06-24T13:00:26Z | Temporal coverage: Archaic (580 BCE - 482 BCE),['Site of past human activities'],['Biogenic non organic material'],['Organism part'],[],"['Italy', 'Forcello Bagnolo San Vito', 'Sector S17', 'Context CLEANING']",,,[],Not Provided,Animal remains from Forcello,http://opencontext.org/projects/bdc6cb19-e739-404b-8b4f-eeeaae3b8aae,Not Provided,['creator: Angela Trentacoste'],2015-10-21T01:31:32Z,,,,45.08968,10.87539,"['Italy', 'Forcello Bagnolo San Vito', 'Sector S17', 'Context CLEANING']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/e5ade7e5-e1d3-4d87-8d1a-d5b069dbac40
783,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2hm5mz49,Bone PI1-02678,ark:/28722/k2hm5mz49,early bce/ce: -750.0 | late bce/ce: 100.0 | updated: 2021-06-27T01:21:34Z | Has anatomical identification: humerus,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sylvilagus'],"['Ecuador', 'Pichincha Province', 'Pi-1', 'Group 11']",,,[],Not Provided,Northern Highland Archaeofaunas of Ecuador,http://opencontext.org/projects/59157336-e1df-4d14-9cc9-f046bc429230,Not Provided,['creator: Peter W Stahl'],2020-06-27T00:52:56Z,,,,0.14322,-78.055418,"['Ecuador', 'Pichincha Province', 'Pi-1', 'Group 11']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/1526679c-5bdc-49d8-ad01-253e488de7ed
784,../../iSamplesSchemaBasic0.2.json,metadata/28722/k28g8z02h,Obj 1108000004,ark:/28722/k28g8z02h,early bce/ce: -700.0 | late bce/ce: -31.0 | updated: 2021-07-02T23:13:23Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Greece', 'Corinthia', 'EKAS Region', 'Boulberi', 'DU 1108']",,,[],Not Provided,The Eastern Korinthia Archaeological Survey,http://opencontext.org/projects/bc71c724-eb1e-47d6-9d45-b586ddafdcfe,Not Provided,"['creator: David K. Pettegrew', 'creator: Timothy E Gregory', 'creator: Daniel J Pullen', 'creator: Richard Rothaus', 'creator: Thomas F Tartaron']",2021-06-04T07:13:59Z,,,,37.90504,22.952186,"['Greece', 'Corinthia', 'EKAS Region', 'Boulberi', 'DU 1108']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/a31bd107-82e0-41b6-b2af-f5896258706c
785,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2j960t54,Bone 37044,ark:/28722/k2j960t54,early bce/ce: -5800.0 | late bce/ce: -5700.0 | updated: 2020-03-28T14:54:30Z | Has anatomical identification: tibia,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Mammalia'],"['Turkey', 'Ilıpınar', 'Area 6', 'Lot 117']",,,[],Not Provided,Ilıpınar Zooarchaeology,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Not Provided,"['creator: Hijlke Buitenhuis', 'collector: Hijlke Buitenhuis']",2013-08-12T00:00:00Z,,,,40.468303,29.309099,"['Turkey', 'Ilıpınar', 'Area 6', 'Lot 117']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/80F14E96-DCCF-4C2D-F47D-02CCAFE88C62
786,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2183c00c,18083 (5),http://n2t.net/ark:/28722/k2183c00c,early bce/ce: -200.0 | late bce/ce: 360.0 | updated: 2017-02-09T17:54:54Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Jordan', 'Petra Great Temple', 'Upper Temenos', 'Trench 18', 'Locus 3', 'Seq. 18083']",,,[],Not Provided,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Not Provided,['creator: Martha Sharp Joukowsky'],2007-11-11T00:00:00Z,,,,30.3287,35.4421,"['Jordan', 'Petra Great Temple', 'Upper Temenos', 'Trench 18', 'Locus 3', 'Seq. 18083']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/3396B0D5-D21C-412A-5825-E38697351A85
787,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k26111r9t,Sherd Group 28.0.0.0,http://n2t.net/ark:/28722/k26111r9t,early bce/ce: -1900.0 | late bce/ce: -1700.0 | updated: 2017-02-09T17:40:55Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Turkey', 'Kenan Tepe', 'Area C', 'Trench 2', 'Locus 2074', 'Finds Bag 2496']",,,[],Not Provided,Kenan Tepe,http://opencontext.org/projects/3DE4CD9C-259E-4C14-9B03-8B10454BA66E,Not Provided,"['creator: Bradley Parker', 'creator: Peter Cobb', 'collector: Jason Kennedy', 'collector: Lynn Swartz Dodd', 'collector: Bradley J. Parker']",2012-03-28T00:00:00Z,,,,37.830723,40.812647,"['Turkey', 'Kenan Tepe', 'Area C', 'Trench 2', 'Locus 2074', 'Finds Bag 2496']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/790FD2E9-00B1-4D50-8545-E38ABBEC0B6A
788,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2ww7rs4n,Reg. 4722.4,ark:/28722/k2ww7rs4n,early bce/ce: -800.0 | late bce/ce: 1000.0 | updated: 2021-06-26T08:31:08Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Cyprus', 'Polis Chrysochous', 'E.F1:Q06']",,,[],Not Provided,Excavations at Polis,http://opencontext.org/projects/766d9fd5-2175-41e3-b7c9-7eba6777f1f0,Not Provided,['creator: Joanna Smith'],2017-01-30T22:52:21Z,,,,35.034889,32.421841,"['Cyprus', 'Polis Chrysochous', 'E.F1:Q06']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/8a0583da-86cd-4b41-b833-7340ed0df1a2
