,$schema,@id,label,sampleidentifier,description,hasContextCategory,hasMaterialCategory,hasSpecimenCategory,informalClassification,keywords,registrant,samplingPurpose,relatedResource,producedBy.@id,producedBy.label,producedBy.description,producedBy.hasFeatureOfInterest,producedBy.responsibility,producedBy.resultTime,producedBy.samplingSite.description,producedBy.samplingSite.label,producedBy.samplingSite.location.elevation,producedBy.samplingSite.location.latitude,producedBy.samplingSite.location.longitude,producedBy.samplingSite.placeName,curation.label,curation.description,curation.accessConstraints,curation.curationLocation,curation.responsibility
181,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP010STK,Core 175-1082A-32X,igsn:ODP010STK,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Coring,cruiseFieldPrgrm:ODP Leg 175. Coring,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-03-23 12:00:00,Not Provided,Not Provided,-1279.3 m,-21.094,11.8206,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
182,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NEON0389C,WOOD_002.20200714.IB.01 [ 789363 ],igsn:NEON0389C,Not Provided,['Not Provided'],['Organic material'],['Other solid object'],Not Provided,['Individual Sample>Specimen'],Andrew Johnston,,[],,Manual,Manual. Subsample of adult non-Carabid or larval invertebrates collected as bycatch and sent to archive facility,Not Provided,"['Edward Gilbert,,Sample Owner']",2020-07-14,Not Provided,Not Provided,574.0 m,47.1361,-99.2329,"['North Dakota', 'Stutsman']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
183,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NHB0085IW,NMNH 118365-5 (PET),igsn:NHB0085IW,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Individual Sample'],Adam Mansur,,[],,Not Provided,,Not Provided,"['Hamilton, W. B. and Neuerburg, G. J.,,Collector', 'Adam Mansur,,Sample Owner']",2019-10-30 07:18:29,Not Provided,Not Provided,Not Provided,0.0,0.0,"['Sierra Nevada', 'California', 'Fresno', 'Huntington Lake']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
184,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/GSA00097Z,1125242880000,igsn:GSA00097Z,Not Provided,['Not Provided'],['Not Provided'],['Not Provided'],Not Provided,['Hole'],Denise Hills,,[],,Not Provided,,Not Provided,"['Chevron U.S.A., Inc.,,Collector', 'Denise Hills,,Sample Owner']",2002-11-20,Not Provided,Not Provided,162.15 m,33.4828,-87.5115,"['Alabama', 'Tuscaloosa']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
185,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NEON01XR4,SJER_003-M-29.5-5-20180514-GA5 [ 325042 ],igsn:NEON01XR4,Not Provided,['Not Provided'],['Organic material'],['Other solid object'],Not Provided,['Individual Sample>Specimen'],Edward Gilbert,,[],,Manual,Manual. Interchangeable soil subsample 5 for microbial sequencing analyses,Not Provided,"['Edward Gilbert,,Sample Owner']",2018-05-14,Not Provided,Not Provided,438.0 m,37.1166,-119.7304,"['California', 'Madera']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
186,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NHB000J4N,NMNH 113140-00 (MIN),igsn:NHB000J4N,Not Provided,['Earth interior'],['Mineral'],['Other solid object'],Not Provided,['Individual Sample'],Adam Mansur,,[],,Not Provided,,Mine,"['Adam Mansur,,Sample Owner']",2015-05-02 04:58:39,"Matched to Mindat locality record for Anderson No. 1 Mica Mine, East Hampton (Chatham), Middlesex Co., Connecticut, USA. Swanson Mine is listed as an alternate name for this locality. Data manager assigned an arbitrary error radius of 1 km. URL: https://www.mindat.org/loc-6782.html.",Not Provided,Not Provided,41.5164,-72.5219,"['Swanson Mine', 'Connecticut', 'Middlesex Co.']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
187,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/IEDAI02LH,LGN6/19,igsn:IEDAI02LH,Not Provided,['Not Provided'],['Sediment'],['Other solid object'],Not Provided,['Individual Sample'],Sam Kodama,,[],,Coring,Coring,Not Provided,"['Prof. Dr. H. Brückner,,Collector', 'Isabel A. Hohle,,Sample Owner']",2020-12-03 11:28:01,Not Provided,Not Provided,Not Provided,0.0,0.0,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
188,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01BQOM,SubSection 121-754B-13R-7-1C (0-18 cm.),igsn:ODP01BQOM,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Sub-Piece'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:IODP Leg 121. Core,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-1065.5 m,-30.941,93.5665,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
189,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/GRD01O4S0,W85-22,igsn:GRD01O4S0,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Individual Sample'],Jeffrey Gee,,[],,Not Provided,Sedimentary>Chemical>Carbonate>Limestone,Not Provided,"['E.L. Winterer,,Collector', 'Jeffrey Gee,,Sample Owner']",2015-02-13 12:00:10,Mizzole,Not Provided,Not Provided,45.48,11.06,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
190,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01GSMW,Section Half 159-959A-23X-4-A,igsn:ODP01GSMW,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Section Half'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 159,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-2090.7 m,3.6277,-2.7352,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
191,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01BC0I,SubSection 117-723C-3H-4-1C (0-150 cm.),igsn:ODP01BC0I,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Sub-Piece'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 117. Core,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-804.3 m,18.0518,57.609,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
192,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NHB000CDC,NMNH 96287-00 (MIN),igsn:NHB000CDC,Not Provided,['Earth interior'],['Mineral'],['Other solid object'],Not Provided,['Individual Sample'],Adam Mansur,,[],,Not Provided,,Mine,"['Adam Mansur,,Sample Owner']",2015-05-01 05:12:39,"Matched to Mindat locality record for Keeley-Frontier Mine, South Lorrain Township, Cobalt-Gowganda region, Timiskaming District, Ontario, Canada. Keeley Mine is listed as an alternate name for this locality. The Mindat webpage lists silver as being found at this locality. Data manager assigned an arbitrary error radius of 1 km. URL: https://www.mindat.org/loc-553.html.",Not Provided,Not Provided,47.1992,-79.5056,"['Keeley Silver Mine', 'Ontario']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
193,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01BO7C,Section Half 121-753A-1H-2-A,igsn:ODP01BO7C,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Section Half'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:IODP Leg 121,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-1176.1 m,-30.839,93.5899,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
194,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01CBAS,Section Half 125-780D-1X-2-A,igsn:ODP01CBAS,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Section Half'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 125,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-3088.9 m,19.5425,146.6533,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
195,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NHB005CQM,NMNH 109418-278 (PET),igsn:NHB005CQM,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Individual Sample'],Adam Mansur,,[],,Not Provided,,Not Provided,"['Adam Mansur,,Sample Owner']",2015-07-30 04:55:03,"Matched to the GeoNames record for Monroe Co., Tennessee, United States (http://geonames.org/4642365) based on district/county name, state/province, and country using the situate.py script. Other place names mentioned in the EMu record (""1 Mi Se of Tellico Station"" and ""Prospect on Laurel Creek"") could not be matched and were ignored when determining the coordinates given here. Bounding box coordinates were rounded to 2 decimal places from the values given by GeoNames. The uncertainty radius represents the center-to-corner distance of the bounding box (37 km).",Not Provided,Not Provided,35.435,-84.235,"['Tennessee', 'Monroe Co.', 'Tellico Station']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
196,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/IEKGS00BZ,C-546,igsn:IEKGS00BZ,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Core'],Elizabeth Adams,,[],,Not Provided,,Not Provided,"['Elizabeth Adams,,Sample Owner']",2020-08-07 09:35:35,Not Provided,Not Provided,Not Provided,0.0,0.0,"['Kentucky', 'Union']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
197,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NHB002HH7,NMNH C6803-00 (MIN),igsn:NHB002HH7,Not Provided,['Earth interior'],['Mineral'],['Other solid object'],Not Provided,['Individual Sample'],Adam Mansur,,[],,Not Provided,,Mining District,"['Adam Mansur,,Sample Owner']",2015-05-28 01:10:03,"Coordinates from GEOLocate for parse pattern ""FRANKLIN"". Mindat gives a nearly identical location and provides the following description for this site: ""Franklin includes all of the localities within the incorporated limits of the borough of Franklin, including the Franklin mine. This locality is within the Franklin Mining District"" (""Franklin, Franklin Mining District"", 2016).",Not Provided,Not Provided,41.122,-74.5804,"['Franklin Mining District', 'New Jersey', 'Sussex Co.']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
198,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/IEHWT0067,GB-136,igsn:IEHWT0067,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Individual Sample'],Harold Wilson Tumwitike Mapoma,,[],,Pumping,cruiseFieldPrgrm:Field work and Laboratory. Pumping,Unconcolidated Alluvial Aquifer,"['Zainab Abbass,,Collector', 'Harold Wilson Tumwitike Mapoma,,Sample Owner']",2015-07-06 03:36:41,Not Provided,Not Provided,Not Provided,31.602,74.297,"['Punjab alluvial plain', 'Punjab', 'Ravi Road', 'Lahore']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
199,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NHB006F0O,NMNH 116146-3 (PET),igsn:NHB006F0O,Not Provided,['Earth interior'],['Mineral'],['Other solid object'],Not Provided,['Individual Sample'],Adam Mansur,,[],,Not Provided,,Volcano,"['Hueber, F. M.,,Collector', 'Adam Mansur,,Sample Owner']",2015-08-05 01:45:53,"Multiple features of similar apparent specificity were matched to GeoNames records using the situate.py script, including Torre Annunziata, Naples, Campania, Italy (n=1) and Vesuvius, Naples, Campania, Italy (n=1). The coordinates and error radius given here describe a circle encompassing the combination of sites matching both names with the smallest maximum distance between them (~7 km). Another place name mentioned in the EMu record (Oplantis A) could not be matched and was ignored when determining the coordinates given here.",Not Provided,Not Provided,40.79,14.44,"['Vesuvius', 'Campania', 'Torre Annunziata']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
200,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/IEBNL12045,BNL12045,igsn:IEBNL12045,Not Provided,['Not Provided'],['Organic material'],['Other solid object'],Not Provided,['Individual Sample>Specimen'],Emily Robles,,[],,Excised branch,"cruiseFieldPrgrm:Next Generation Ecosystem Experiements, Tropics. Excised branch. Terminalia amazonia",Not Provided,"['Kim Ely,,Sample Owner']",2017-02-21,"300 year old low-land tropical rainforest in Parque Natural San Lorenzo, Panama",Not Provided,Not Provided,9.281,-79.9782,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
201,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NHB0033RE,NMNH M18848-00 (MIN),igsn:NHB0033RE,Not Provided,['Earth interior'],['Mineral'],['Other solid object'],Not Provided,['Individual Sample'],Adam Mansur,,[],,Not Provided,,Not Provided,"['Adam Mansur,,Sample Owner']",2015-05-29 07:15:36,Matched to the GeoNames record for Germany (http://geonames.org/2921044) using the situate.py script. This was the most specific match possible based on information available in this record. Bounding box coordinates were rounded to 2 decimal places from the values given by GeoNames. The error radius represents the center-to-corner distance of the bounding box.,Not Provided,Not Provided,51.2,10.45,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
202,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/CPR0000KA,2311C0006000000075,igsn:CPR0000KA,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Core'],Jie Zhang,,[],,Not Provided,navigation type:GPS,Not Provided,"['Liu Xiaochun,,Collector', 'Jie Zhang,,Sample Owner']",1999-01-10,Not Provided,Not Provided,Not Provided,75.03,-72.88,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
203,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/DSR000FQL,EW93-03-37PC_188cm,igsn:DSR000FQL,Not Provided,['Not Provided'],['Sediment'],['Other solid object'],Not Provided,['Core Piece'],corelab repository,,[],,Coring>GravityCorer,Coring>GravityCorer,Not Provided,"['corelab repository,,Sample Owner']",2016-06-07,Not Provided,Not Provided,Not Provided,0.0,0.0,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
204,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01C2WU,SubSection 124-767B-3H-4-1C (0-150 cm.),igsn:ODP01C2WU,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Sub-Piece'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 124. Core,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-4905.3 m,4.7915,123.5033,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
205,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01AYWR,Section 116-718A-1H-5,igsn:ODP01AYWR,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Section'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 116. IW 140-150;(DB) IW:130-140 CM; ,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-4730.2 m,-1.0209,81.4011,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
206,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NHB007G2K,NMNH 117848-207 (PET),igsn:NHB007G2K,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Individual Sample'],Adam Mansur,,[],,Not Provided,,Not Provided,"['Adam Mansur,,Sample Owner']",2015-08-08 03:42:23,"Matched to the GeoNames record for Cane Valley, San Juan Co., Utah, United States (http://geonames.org/5536423) based on feature name, district/county, state/province, and country using the situate.py script. Other place names mentioned in the EMu record (Moses Rock Dike and Navajo Volcanic Field) could not be matched and were ignored when determining the coordinates given here. Point coordinates were rounded to 2 decimal places from the values given by GeoNames. An arbitrary error radius of 10 km was assigned to all featureCode=VAL records matched using the script.",Not Provided,Not Provided,37.09,-109.78,"['Navajo Volcanic Field', 'Utah', 'San Juan Co.']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
207,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP010OOT,Core 162-983C-11H,igsn:ODP010OOT,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Coring,cruiseFieldPrgrm:ODP Leg 162. Coring,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-03-23 12:00:00,Not Provided,Not Provided,-1985.0 m,60.4036,-23.6407,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
208,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/IEBEG0HV1,T00588,igsn:IEBEG0HV1,Not Provided,['Earth interior'],['Rock'],['Aggregation'],Not Provided,['Cuttings'],Aaron Averett,,[],,Coring,"Coring. This is a sample of type CUTTINGS from an oil or gas well, API number 211412719900.",Not Provided,"['PAN AMERICAN PETROLEUM,,Collector', 'Aaron Averett,,Sample Owner']",2016-12-09 03:22:50,Not Provided,Not Provided,Not Provided,0.0,0.0,"['Michigan', 'PRESQUE ISLE, MI']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
209,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01FP5A,SubSection 152-915A-17R-1-1C (0-7 cm.),igsn:ODP01FP5A,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Sub-Piece'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 152. Core,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-533.1 m,63.4714,-39.7818,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
210,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NEON0097N,NEON.BET.D09.003198 [ 303056 ],igsn:NEON0097N,Not Provided,['Not Provided'],['Organic material'],['Other solid object'],Not Provided,['Individual Sample>Specimen'],Edward Gilbert,,[],,Manual,Manual. Individual Carabid identified and pinned,Not Provided,"['Edward Gilbert,,Sample Owner']",2018-07-24,Not Provided,Not Provided,604.0 m,47.1301,-99.2673,"['North Dakota', 'Stutsman']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
211,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01B1FQ,SubSection 116-718C-64X-8-1C (0-48 cm.),igsn:ODP01B1FQ,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Sub-Piece'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 116. Core,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-4730.2 m,-1.0209,81.4011,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
212,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NEON03M2B,NEON.BET.D13.001915 [ 803597 ],igsn:NEON03M2B,Not Provided,['Not Provided'],['Organic material'],['Other solid object'],Not Provided,['Individual Sample>Specimen'],Andrew Johnston,,[],,Manual,Manual. Individual Carabid identified and pinned,Not Provided,"['Edward Gilbert,,Sample Owner']",2018-08-14,Not Provided,Not Provided,3188.0 m,40.0372,-105.5688,"['Colorado', 'Boulder']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
213,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NHB004NKN,NMNH 88998 (PET),igsn:NHB004NKN,Not Provided,['Earth interior'],['Rock'],['Other solid object'],Not Provided,['Individual Sample'],Adam Mansur,,[],,Not Provided,,Mine,"['Adam Mansur,,Sample Owner']",2015-07-27 09:58:27,Not Provided,Not Provided,Not Provided,0.0,0.0,"['Chualla Mine', 'Oruro Dept']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
214,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/IEBEG0SKP,R42369,igsn:IEBEG0SKP,Not Provided,['Earth interior'],['Rock'],['Aggregation'],Not Provided,['Cuttings'],Aaron Averett,,[],,Coring,Coring. This is a sample of type CUTTINGS from an oil or gas well.,Not Provided,"['SUN OIL CO.,,Collector', 'Aaron Averett,,Sample Owner']",2016-12-09 03:54:03,Not Provided,Not Provided,Not Provided,0.0,0.0,"['Texas', 'WASHINGTON']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
215,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/HRV003488,134242,igsn:HRV003488,Not Provided,['Earth interior'],['Mineral'],['Other solid object'],Not Provided,['Individual Sample'],Carl Francis,,[],,Manual,Manual. Mineral Group: Tourmaline; Number of pieces: 5; Quality: display; Crystal size: medium;  ,Not Provided,"['Carl Francis,,Sample Owner']",1992-11-10,Not Provided,Not Provided,Not Provided,0.0,0.0,"['New Mexico', 'Copper Mtn.', 'Copper Mtn.']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
216,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP012BNR,Section Half 19-186*-18R-2-A,igsn:ODP012BNR,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Section Half'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:DSDP Leg 19,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-4522.0 m,51.1302,-174.0057,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
217,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP018IGK,Section Half 90-590B-34X-2-W,igsn:ODP018IGK,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Section Half'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:DSDP Leg 90,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,Not Provided,-31.167,163.3585,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
218,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP017LXV,Section 81-555*-3R-4,igsn:ODP017LXV,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Section'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:DSDP Leg 81,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-1659.0 m,56.5617,-20.7822,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
219,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/IEBEG0O0Y,R63228,igsn:IEBEG0O0Y,Not Provided,['Earth interior'],['Rock'],['Aggregation'],Not Provided,['Cuttings'],Aaron Averett,,[],,Coring,Coring. This is a sample of type CUTTINGS from an oil or gas well.,Not Provided,"['SHELL OIL CO.,,Collector', 'Aaron Averett,,Sample Owner']",2016-12-09 03:38:14,Not Provided,Not Provided,Not Provided,0.0,0.0,"['Louisiana', 'VERMILION, LA']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
220,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP01DXVO,Section Half 138-844B-28X-6-A,igsn:ODP01DXVO,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Section Half'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:ODP Leg 138,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-3414.5 m,7.9213,-90.4808,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
221,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/HRV0025S5,120893,igsn:HRV0025S5,Not Provided,['Earth interior'],['Mineral'],['Other solid object'],Not Provided,['Individual Sample'],Carl Francis,,[],,Manual,Manual. Mineral Group: Zeolite;     ,Not Provided,"['Kothavala, R.Z.,,Collector', 'Carl Francis,,Sample Owner']",2007-02-03 12:00:00,Not Provided,Not Provided,Not Provided,0.0,0.0,"['Maharashtra', 'Maharashtra']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
222,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/GSA00061O,1117207520000,igsn:GSA00061O,Not Provided,['Not Provided'],['Not Provided'],['Not Provided'],Not Provided,['Hole'],Denise Hills,,[],,Not Provided,,Not Provided,"['OGP Operating Inc.,,Collector', 'Denise Hills,,Sample Owner']",2006-07-30,Not Provided,Not Provided,195.99 m,33.1995,-86.9073,"['Alabama', 'Shelby']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
223,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/NHB007TOD,NMNH M25246-00 (MIN),igsn:NHB007TOD,Not Provided,['Earth interior'],['Mineral'],['Other solid object'],Not Provided,['Individual Sample'],Adam Mansur,,[],,Not Provided,,Not Provided,"['Adam Mansur,,Sample Owner']",2018-02-05 02:58:47,"Matched to the GeoNames record for Monroe Co., Indiana, United States (http://geonames.org/4261526) based on district/county name, state/province, and country using the situate.py script. This was the most specific match possible based on information available in this record. Bounding box coordinates were rounded to 2 decimal places from the values given by GeoNames. The error radius represents the center-to-corner distance of the bounding box.",Not Provided,Not Provided,39.2,-86.5,"['Indiana', 'Monroe Co.']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
224,../../iSamplesSchemaBasic0.2.json,https://data.isamples.org/digitalsample/igsn/ODP014YXH,Section Half 49-410A-5R-5-A,igsn:ODP014YXH,Not Provided,['Not Provided'],['Not Provided'],['Other solid object'],Not Provided,['Core Section Half'],Curator Integrated Ocean Drilling Program (TAMU),,[],,Not Provided,cruiseFieldPrgrm:DSDP Leg 49,Not Provided,"['Curator,,Collector', 'Curator Integrated Ocean Drilling Program (TAMU),,Sample Owner']",2006-08-10 12:00:00,Not Provided,Not Provided,-2977.0 m,45.5088,-29.476,[],Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
